A17;INTITULÉS 17;A38;INTITULÉS 38;A88;INTITULÉS 88;A129;INTITULÉS 129;NAF 732;INTITULÉS 732
C5;Fabrication d'autres produits industriels;CG;Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques;23;Fabrication d'autres produits minéraux non métalliques;C23A;Fabrication de verre et d'articles en verre;2312Z;Façonnage et transformation du verre plat
C5;Fabrication d'autres produits industriels;CG;Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques;23;Fabrication d'autres produits minéraux non métalliques;C23A;Fabrication de verre et d'articles en verre;2313Z;Fabrication de verre creux
C5;Fabrication d'autres produits industriels;CG;Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques;23;Fabrication d'autres produits minéraux non métalliques;C23A;Fabrication de verre et d'articles en verre;2314Z;Fabrication de fibres de verre
C5;Fabrication d'autres produits industriels;CG;Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques;23;Fabrication d'autres produits minéraux non métalliques;C23A;Fabrication de verre et d'articles en verre;2319Z;Fabrication et façonnage d'autres articles en verre, y compris verre technique
C5;Fabrication d'autres produits industriels;CG;Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques;23;Fabrication d'autres produits minéraux non métalliques;C23B;Fabrication d'autres produits minéraux non métalliques hors verre;2320Z;Fabrication de produits réfractaires
C5;Fabrication d'autres produits industriels;CG;Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques;23;Fabrication d'autres produits minéraux non métalliques;C23B;Fabrication d'autres produits minéraux non métalliques hors verre;2331Z;Fabrication de carreaux en céramique
C5;Fabrication d'autres produits industriels;CG;Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques;23;Fabrication d'autres produits minéraux non métalliques;C23B;Fabrication d'autres produits minéraux non métalliques hors verre;2332Z;Fabrication de briques, tuiles et produits de construction, en terre cuite
C5;Fabrication d'autres produits industriels;CG;Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques;23;Fabrication d'autres produits minéraux non métalliques;C23B;Fabrication d'autres produits minéraux non métalliques hors verre;2341Z;Fabrication d'articles céramiques à usage domestique ou ornemental
C5;Fabrication d'autres produits industriels;CG;Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques;23;Fabrication d'autres produits minéraux non métalliques;C23B;Fabrication d'autres produits minéraux non métalliques hors verre;2342Z;Fabrication d'appareils sanitaires en céramique
C5;Fabrication d'autres produits industriels;CG;Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques;23;Fabrication d'autres produits minéraux non métalliques;C23B;Fabrication d'autres produits minéraux non métalliques hors verre;2343Z;Fabrication d'isolateurs et pièces isolantes en céramique
C5;Fabrication d'autres produits industriels;CG;Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques;23;Fabrication d'autres produits minéraux non métalliques;C23B;Fabrication d'autres produits minéraux non métalliques hors verre;2344Z;Fabrication d'autres produits céramiques à usage technique
C5;Fabrication d'autres produits industriels;CG;Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques;23;Fabrication d'autres produits minéraux non métalliques;C23B;Fabrication d'autres produits minéraux non métalliques hors verre;2349Z;Fabrication d'autres produits céramiques
C5;Fabrication d'autres produits industriels;CG;Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques;23;Fabrication d'autres produits minéraux non métalliques;C23B;Fabrication d'autres produits minéraux non métalliques hors verre;2351Z;Fabrication de ciment
C5;Fabrication d'autres produits industriels;CG;Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques;23;Fabrication d'autres produits minéraux non métalliques;C23B;Fabrication d'autres produits minéraux non métalliques hors verre;2352Z;Fabrication de chaux et plâtre
C5;Fabrication d'autres produits industriels;CG;Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques;23;Fabrication d'autres produits minéraux non métalliques;C23B;Fabrication d'autres produits minéraux non métalliques hors verre;2361Z;Fabrication d'éléments en béton pour la construction
C5;Fabrication d'autres produits industriels;CG;Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques;23;Fabrication d'autres produits minéraux non métalliques;C23B;Fabrication d'autres produits minéraux non métalliques hors verre;2362Z;Fabrication d'éléments en plâtre pour la construction
C5;Fabrication d'autres produits industriels;CG;Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques;23;Fabrication d'autres produits minéraux non métalliques;C23B;Fabrication d'autres produits minéraux non métalliques hors verre;2363Z;Fabrication de béton prêt à l'emploi
C5;Fabrication d'autres produits industriels;CG;Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques;23;Fabrication d'autres produits minéraux non métalliques;C23B;Fabrication d'autres produits minéraux non métalliques hors verre;2364Z;Fabrication de mortiers et bétons secs
C5;Fabrication d'autres produits industriels;CG;Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques;23;Fabrication d'autres produits minéraux non métalliques;C23B;Fabrication d'autres produits minéraux non métalliques hors verre;2365Z;Fabrication d'ouvrages en fibre-ciment
C5;Fabrication d'autres produits industriels;CG;Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques;23;Fabrication d'autres produits minéraux non métalliques;C23B;Fabrication d'autres produits minéraux non métalliques hors verre;2369Z;Fabrication d'autres ouvrages en béton, en ciment ou en plâtre
C5;Fabrication d'autres produits industriels;CG;Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques;23;Fabrication d'autres produits minéraux non métalliques;C23B;Fabrication d'autres produits minéraux non métalliques hors verre;2370Z;Taille, façonnage et finissage de pierres
C5;Fabrication d'autres produits industriels;CG;Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques;23;Fabrication d'autres produits minéraux non métalliques;C23B;Fabrication d'autres produits minéraux non métalliques hors verre;2391Z;Fabrication de produits abrasifs
C5;Fabrication d'autres produits industriels;CG;Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques;23;Fabrication d'autres produits minéraux non métalliques;C23B;Fabrication d'autres produits minéraux non métalliques hors verre;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.
C5;Fabrication d'autres produits industriels;CH;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;24;Métallurgie;C24A;Sidérurgie et première transformation de l'acier;2410Z;Sidérurgie
C5;Fabrication d'autres produits industriels;CH;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;24;Métallurgie;C24A;Sidérurgie et première transformation de l'acier;2420Z;Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier
C5;Fabrication d'autres produits industriels;CH;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;24;Métallurgie;C24A;Sidérurgie et première transformation de l'acier;2431Z;Étirage à froid de barres
C5;Fabrication d'autres produits industriels;CH;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;24;Métallurgie;C24A;Sidérurgie et première transformation de l'acier;2432Z;Laminage à froid de feuillards
C5;Fabrication d'autres produits industriels;CH;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;24;Métallurgie;C24A;Sidérurgie et première transformation de l'acier;2433Z;Profilage à froid par formage ou pliage
C5;Fabrication d'autres produits industriels;CH;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;24;Métallurgie;C24A;Sidérurgie et première transformation de l'acier;2434Z;Tréfilage à froid
C5;Fabrication d'autres produits industriels;CH;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;24;Métallurgie;C24B;Production de métaux précieux et d'autres métaux non ferreux;2441Z;Production de métaux précieux
C5;Fabrication d'autres produits industriels;CH;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;24;Métallurgie;C24B;Production de métaux précieux et d'autres métaux non ferreux;2442Z;Métallurgie de l'aluminium
C5;Fabrication d'autres produits industriels;CH;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;24;Métallurgie;C24B;Production de métaux précieux et d'autres métaux non ferreux;2443Z;Métallurgie du plomb, du zinc ou de l'étain
C5;Fabrication d'autres produits industriels;CH;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;24;Métallurgie;C24B;Production de métaux précieux et d'autres métaux non ferreux;2444Z;Métallurgie du cuivre
C5;Fabrication d'autres produits industriels;CH;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;24;Métallurgie;C24B;Production de métaux précieux et d'autres métaux non ferreux;2445Z;Métallurgie des autres métaux non ferreux
C5;Fabrication d'autres produits industriels;CH;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;24;Métallurgie;C24B;Production de métaux précieux et d'autres métaux non ferreux;2446Z;Élaboration et transformation de matières nucléaires
C5;Fabrication d'autres produits industriels;CH;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;24;Métallurgie;C24C;Fonderie;2451Z;Fonderie de fonte
C5;Fabrication d'autres produits industriels;CH;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;24;Métallurgie;C24C;Fonderie;2452Z;Fonderie d'acier
C5;Fabrication d'autres produits industriels;CH;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;24;Métallurgie;C24C;Fonderie;2453Z;Fonderie de métaux légers
C5;Fabrication d'autres produits industriels;CH;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;24;Métallurgie;C24C;Fonderie;2454Z;Fonderie d'autres métaux non ferreux
C5;Fabrication d'autres produits industriels;CH;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;25;Fabrication de produits métalliques, à l'exception des machines et des équipements;C25A;Fabrication d'éléments en métal pour la construction;2511Z;Fabrication de structures métalliques et de parties de structures
C5;Fabrication d'autres produits industriels;CH;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;25;Fabrication de produits métalliques, à l'exception des machines et des équipements;C25A;Fabrication d'éléments en métal pour la construction;2512Z;Fabrication de portes et fenêtres en métal
C5;Fabrication d'autres produits industriels;CH;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;25;Fabrication de produits métalliques, à l'exception des machines et des équipements;C25B;Fabrication de réservoirs, citernes et conteneurs métalliques- fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central ;2521Z;Fabrication de radiateurs et de chaudières pour le chauffage central
C5;Fabrication d'autres produits industriels;CH;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;25;Fabrication de produits métalliques, à l'exception des machines et des équipements;C25B;Fabrication de réservoirs, citernes et conteneurs métalliques- fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central ;2529Z;Fabrication d'autres réservoirs, citernes et conteneurs métalliques
C5;Fabrication d'autres produits industriels;CH;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;25;Fabrication de produits métalliques, à l'exception des machines et des équipements;C25B;Fabrication de réservoirs, citernes et conteneurs métalliques- fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central ;2530Z;Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central
C5;Fabrication d'autres produits industriels;CH;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;25;Fabrication de produits métalliques, à l'exception des machines et des équipements;C25C;Fabrication d'armes et de munitions;2540Z;Fabrication d'armes et de munitions
C5;Fabrication d'autres produits industriels;CH;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;25;Fabrication de produits métalliques, à l'exception des machines et des équipements;C25D;Forge, traitement des métaux, usinage;2550A;Forge, estampage, matriçage - métallurgie des poudres
C5;Fabrication d'autres produits industriels;CH;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;25;Fabrication de produits métalliques, à l'exception des machines et des équipements;C25D;Forge, traitement des métaux, usinage;2550B;Découpage, emboutissage
C5;Fabrication d'autres produits industriels;CH;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;25;Fabrication de produits métalliques, à l'exception des machines et des équipements;C25D;Forge, traitement des métaux, usinage;2561Z;Traitement et revêtement des métaux
C5;Fabrication d'autres produits industriels;CH;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;25;Fabrication de produits métalliques, à l'exception des machines et des équipements;C25D;Forge, traitement des métaux, usinage;2562A;Décolletage
C5;Fabrication d'autres produits industriels;CH;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;25;Fabrication de produits métalliques, à l'exception des machines et des équipements;C25D;Forge, traitement des métaux, usinage;2562B;Mécanique industrielle
C5;Fabrication d'autres produits industriels;CH;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;25;Fabrication de produits métalliques, à l'exception des machines et des équipements;C25E;Fabrication de coutellerie, d'outillage, de quincaillerie et d'autres ouvrages en métaux;2571Z;Fabrication de coutellerie
C5;Fabrication d'autres produits industriels;CH;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;25;Fabrication de produits métalliques, à l'exception des machines et des équipements;C25E;Fabrication de coutellerie, d'outillage, de quincaillerie et d'autres ouvrages en métaux;2572Z;Fabrication de serrures et de ferrures
C5;Fabrication d'autres produits industriels;CH;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;25;Fabrication de produits métalliques, à l'exception des machines et des équipements;C25E;Fabrication de coutellerie, d'outillage, de quincaillerie et d'autres ouvrages en métaux;2573A;Fabrication de moules et modèles
C5;Fabrication d'autres produits industriels;CH;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;25;Fabrication de produits métalliques, à l'exception des machines et des équipements;C25E;Fabrication de coutellerie, d'outillage, de quincaillerie et d'autres ouvrages en métaux;2573B;Fabrication d'autres outillages
C5;Fabrication d'autres produits industriels;CH;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;25;Fabrication de produits métalliques, à l'exception des machines et des équipements;C25E;Fabrication de coutellerie, d'outillage, de quincaillerie et d'autres ouvrages en métaux;2591Z;Fabrication de fûts et emballages métalliques similaires
C5;Fabrication d'autres produits industriels;CH;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;25;Fabrication de produits métalliques, à l'exception des machines et des équipements;C25E;Fabrication de coutellerie, d'outillage, de quincaillerie et d'autres ouvrages en métaux;2592Z;Fabrication d'emballages métalliques légers
C5;Fabrication d'autres produits industriels;CH;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;25;Fabrication de produits métalliques, à l'exception des machines et des équipements;C25E;Fabrication de coutellerie, d'outillage, de quincaillerie et d'autres ouvrages en métaux;2593Z;Fabrication d'articles en fils métalliques, de chaînes et de ressorts
C5;Fabrication d'autres produits industriels;CH;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;25;Fabrication de produits métalliques, à l'exception des machines et des équipements;C25E;Fabrication de coutellerie, d'outillage, de quincaillerie et d'autres ouvrages en métaux;2594Z;Fabrication de vis et de boulons
C5;Fabrication d'autres produits industriels;CH;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;25;Fabrication de produits métalliques, à l'exception des machines et des équipements;C25E;Fabrication de coutellerie, d'outillage, de quincaillerie et d'autres ouvrages en métaux;2599A;Fabrication d'articles métalliques ménagers
C5;Fabrication d'autres produits industriels;CH;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;25;Fabrication de produits métalliques, à l'exception des machines et des équipements;C25E;Fabrication de coutellerie, d'outillage, de quincaillerie et d'autres ouvrages en métaux;2599B;Fabrication d'autres articles métalliques
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CI;Fabrication de produits informatiques, électroniques et optiques;26;Fabrication de produits informatiques, électroniques et optiques;C26A;Fabrication de composants et cartes électroniques;2611Z;Fabrication de composants électroniques
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CI;Fabrication de produits informatiques, électroniques et optiques;26;Fabrication de produits informatiques, électroniques et optiques;C26A;Fabrication de composants et cartes électroniques;2612Z;Fabrication de cartes électroniques assemblées
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CI;Fabrication de produits informatiques, électroniques et optiques;26;Fabrication de produits informatiques, électroniques et optiques;C26B;Fabrication d'ordinateurs et d'équipements périphériques;2620Z;Fabrication d'ordinateurs et d'équipements périphériques
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CI;Fabrication de produits informatiques, électroniques et optiques;26;Fabrication de produits informatiques, électroniques et optiques;C26C;Fabrication d'équipements de communication;2630Z;Fabrication d'équipements de communication
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CI;Fabrication de produits informatiques, électroniques et optiques;26;Fabrication de produits informatiques, électroniques et optiques;C26D;Fabrication de produits électroniques grand public;2640Z;Fabrication de produits électroniques grand public
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CI;Fabrication de produits informatiques, électroniques et optiques;26;Fabrication de produits informatiques, électroniques et optiques;C26E;Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation- horlogerie;2651A;Fabrication d'équipements d'aide à la navigation
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CI;Fabrication de produits informatiques, électroniques et optiques;26;Fabrication de produits informatiques, électroniques et optiques;C26E;Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation- horlogerie;2651B;Fabrication d'instrumentation scientifique et technique
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CI;Fabrication de produits informatiques, électroniques et optiques;26;Fabrication de produits informatiques, électroniques et optiques;C26E;Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation- horlogerie;2652Z;Horlogerie
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CI;Fabrication de produits informatiques, électroniques et optiques;26;Fabrication de produits informatiques, électroniques et optiques;C26F;Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques;2660Z;Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CI;Fabrication de produits informatiques, électroniques et optiques;26;Fabrication de produits informatiques, électroniques et optiques;C26G;Fabrication de matériels optique et photographique- fabrication de supports magnétiques et optiques;2670Z;Fabrication de matériels optique et photographique
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CI;Fabrication de produits informatiques, électroniques et optiques;26;Fabrication de produits informatiques, électroniques et optiques;C26G;Fabrication de matériels optique et photographique- fabrication de supports magnétiques et optiques;2680Z;Fabrication de supports magnétiques et optiques
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CJ;Fabrication d'équipements électriques;27;Fabrication d'équipements électriques;C27B;Fabrication d'autres équipements électriques;2711Z;Fabrication de moteurs, génératrices et transformateurs électriques
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CJ;Fabrication d'équipements électriques;27;Fabrication d'équipements électriques;C27B;Fabrication d'autres équipements électriques;2712Z;Fabrication de matériel de distribution et de commande électrique
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CJ;Fabrication d'équipements électriques;27;Fabrication d'équipements électriques;C27B;Fabrication d'autres équipements électriques;2720Z;Fabrication de piles et d'accumulateurs électriques
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CJ;Fabrication d'équipements électriques;27;Fabrication d'équipements électriques;C27B;Fabrication d'autres équipements électriques;2731Z;Fabrication de câbles de fibres optiques
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CJ;Fabrication d'équipements électriques;27;Fabrication d'équipements électriques;C27B;Fabrication d'autres équipements électriques;2732Z;Fabrication d'autres fils et câbles électroniques ou électriques
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CJ;Fabrication d'équipements électriques;27;Fabrication d'équipements électriques;C27B;Fabrication d'autres équipements électriques;2733Z;Fabrication de matériel d'installation électrique
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CJ;Fabrication d'équipements électriques;27;Fabrication d'équipements électriques;C27B;Fabrication d'autres équipements électriques;2740Z;Fabrication d'appareils d'éclairage électrique
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CJ;Fabrication d'équipements électriques;27;Fabrication d'équipements électriques;C27A;Fabrication d'appareils ménagers;2751Z;Fabrication d'appareils électroménagers
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CJ;Fabrication d'équipements électriques;27;Fabrication d'équipements électriques;C27A;Fabrication d'appareils ménagers;2752Z;Fabrication d'appareils ménagers non électriques
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CJ;Fabrication d'équipements électriques;27;Fabrication d'équipements électriques;C27B;Fabrication d'autres équipements électriques;2790Z;Fabrication d'autres matériels électriques
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CK;Fabrication de machines et équipements n.c.a.;28;Fabrication de machines et équipements n.c.a.;C28A;Fabrication de machines et équipements  d'usage général ;2811Z;Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CK;Fabrication de machines et équipements n.c.a.;28;Fabrication de machines et équipements n.c.a.;C28A;Fabrication de machines et équipements  d'usage général ;2812Z;Fabrication d'équipements hydrauliques et pneumatiques
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CK;Fabrication de machines et équipements n.c.a.;28;Fabrication de machines et équipements n.c.a.;C28A;Fabrication de machines et équipements  d'usage général ;2813Z;Fabrication d'autres pompes et compresseurs
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CK;Fabrication de machines et équipements n.c.a.;28;Fabrication de machines et équipements n.c.a.;C28A;Fabrication de machines et équipements  d'usage général ;2814Z;Fabrication d'autres articles de robinetterie
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CK;Fabrication de machines et équipements n.c.a.;28;Fabrication de machines et équipements n.c.a.;C28A;Fabrication de machines et équipements  d'usage général ;2815Z;Fabrication d'engrenages et d'organes mécaniques de transmission
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CK;Fabrication de machines et équipements n.c.a.;28;Fabrication de machines et équipements n.c.a.;C28A;Fabrication de machines et équipements  d'usage général ;2821Z;Fabrication de fours et brûleurs
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CK;Fabrication de machines et équipements n.c.a.;28;Fabrication de machines et équipements n.c.a.;C28A;Fabrication de machines et équipements  d'usage général ;2822Z;Fabrication de matériel de levage et de manutention
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CK;Fabrication de machines et équipements n.c.a.;28;Fabrication de machines et équipements n.c.a.;C28A;Fabrication de machines et équipements  d'usage général ;2823Z;Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques)
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CK;Fabrication de machines et équipements n.c.a.;28;Fabrication de machines et équipements n.c.a.;C28A;Fabrication de machines et équipements  d'usage général ;2824Z;Fabrication d'outillage portatif à moteur incorporé
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CK;Fabrication de machines et équipements n.c.a.;28;Fabrication de machines et équipements n.c.a.;C28A;Fabrication de machines et équipements  d'usage général ;2825Z;Fabrication d'équipements aérauliques et frigorifiques industriels
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CK;Fabrication de machines et équipements n.c.a.;28;Fabrication de machines et équipements n.c.a.;C28A;Fabrication de machines et équipements  d'usage général ;2829A;Fabrication d'équipements d'emballage, de conditionnement et de pesage
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CK;Fabrication de machines et équipements n.c.a.;28;Fabrication de machines et équipements n.c.a.;C28A;Fabrication de machines et équipements  d'usage général ;2829B;Fabrication d'autres machines d'usage général
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CK;Fabrication de machines et équipements n.c.a.;28;Fabrication de machines et équipements n.c.a.;C28B;Fabrication de machines agricoles et forestières;2830Z;Fabrication de machines agricoles et forestières
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CK;Fabrication de machines et équipements n.c.a.;28;Fabrication de machines et équipements n.c.a.;C28C;Fabrication de machines de formage des métaux et de machines-outils;2841Z;Fabrication de machines-outils pour le travail des métaux
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CK;Fabrication de machines et équipements n.c.a.;28;Fabrication de machines et équipements n.c.a.;C28C;Fabrication de machines de formage des métaux et de machines-outils;2849Z;Fabrication d'autres machines-outils
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CK;Fabrication de machines et équipements n.c.a.;28;Fabrication de machines et équipements n.c.a.;C28D;Fabrication d'autres machines d'usage spécifique;2891Z;Fabrication de machines pour la métallurgie
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CK;Fabrication de machines et équipements n.c.a.;28;Fabrication de machines et équipements n.c.a.;C28D;Fabrication d'autres machines d'usage spécifique;2892Z;Fabrication de machines pour l'extraction ou la construction
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CK;Fabrication de machines et équipements n.c.a.;28;Fabrication de machines et équipements n.c.a.;C28D;Fabrication d'autres machines d'usage spécifique;2893Z;Fabrication de machines pour l'industrie agro-alimentaire
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CK;Fabrication de machines et équipements n.c.a.;28;Fabrication de machines et équipements n.c.a.;C28D;Fabrication d'autres machines d'usage spécifique;2894Z;Fabrication de machines pour les industries textiles
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CK;Fabrication de machines et équipements n.c.a.;28;Fabrication de machines et équipements n.c.a.;C28D;Fabrication d'autres machines d'usage spécifique;2895Z;Fabrication de machines pour les industries du papier et du carton
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CK;Fabrication de machines et équipements n.c.a.;28;Fabrication de machines et équipements n.c.a.;C28D;Fabrication d'autres machines d'usage spécifique;2896Z;Fabrication de machines pour le travail du caoutchouc ou des plastiques
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CK;Fabrication de machines et équipements n.c.a.;28;Fabrication de machines et équipements n.c.a.;C28D;Fabrication d'autres machines d'usage spécifique;2899A;Fabrication de machines d'imprimerie
C3;Fabrication d'équipements électriques, électroniques, informatiques- fabrication de machines;CK;Fabrication de machines et équipements n.c.a.;28;Fabrication de machines et équipements n.c.a.;C28D;Fabrication d'autres machines d'usage spécifique;2899B;Fabrication d'autres machines spécialisées
C4;Fabrication de matériels de transport;CL;Fabrication de matériels de transport;29;Industrie automobile;C29A;Construction de véhicules automobiles- fabrication de carrosseries et remorques ;2910Z;Construction de véhicules automobiles
C4;Fabrication de matériels de transport;CL;Fabrication de matériels de transport;29;Industrie automobile;C29A;Construction de véhicules automobiles- fabrication de carrosseries et remorques ;2920Z;Fabrication de carrosseries et remorques
C4;Fabrication de matériels de transport;CL;Fabrication de matériels de transport;29;Industrie automobile;C29B;Fabrication d'équipements automobiles;2931Z;Fabrication d'équipements électriques et électroniques automobiles
C4;Fabrication de matériels de transport;CL;Fabrication de matériels de transport;29;Industrie automobile;C29B;Fabrication d'équipements automobiles;2932Z;Fabrication d'autres équipements automobiles
C4;Fabrication de matériels de transport;CL;Fabrication de matériels de transport;30;Fabrication d'autres matériels de transport;C30A;Construction navale;3011Z;Construction de navires et de structures flottantes
